preferred_ontology_term	MESH	UMLS	EFO	NCIT	OMIM	DOID	Orphanet	HP	MONDO	ICD-10	label
MONDO_0017098		CN202455					Orphanet_268987		MONDO_0017098	Q04.8	isolated focal cortical dysplasia type Ic
MONDO_0017097		CN202454					Orphanet_268980		MONDO_0017097	Q04.8	isolated focal cortical dysplasia type Ib
MONDO_0017096		CN202453					Orphanet_268973		MONDO_0017096	Q04.8	isolated focal cortical dysplasia type Ia
MONDO_0010011				NCIT_C99056	OMIM_269160		Orphanet_799		MONDO_0010011	Q04.6	schizencephaly
MONDO_0017105							Orphanet_269197		MONDO_0017105		glioependymal/ependymal cyst
MONDO_0017108							Orphanet_269206		MONDO_0017108	Q04.3	isolated total cerebellar vermis agenesis
MONDO_0017109							Orphanet_269209		MONDO_0017109	Q04.3	isolated partial cerebellar vermis agenesis
MONDO_0016392							Orphanet_2246		MONDO_0016392	Q04.3	cerebellar hypoplasia-tapetoretinal degeneration syndrome
MONDO_0014413		C4014780			OMIM_615948		Orphanet_434179		MONDO_0014413	Q87.0	orofaciodigital syndrome type 14
MONDO_0018825							Orphanet_481152		MONDO_0018825		PYCR2-related microcephaly-progressive leukoencephalopathy
MONDO_0015297		CN199250					Orphanet_137653		MONDO_0015297	Q87.8	microcephaly-digital anomalies-intellectual disability syndrome
MONDO_0014096		C0796203			OMIM_615236		Orphanet_137658		MONDO_0014096	Q87.8	microcephaly-intellectual disability-phalangeal and neurological anomalies syndrome
MONDO_0014552		C4015701			OMIM_616258		Orphanet_439897		MONDO_0014552		lethal fetal cerebrorenogenitourinary agenesis/hypoplasia syndrome
MONDO_0014714		C4225261			OMIM_616632		Orphanet_477814		MONDO_0014714		progressive microcephaly-seizures-cortical blindness-developmental delay syndrome
MONDO_0016299		CN201097					Orphanet_2165		MONDO_0016299	Q04.2	holoprosencephaly-caudal dysgenesis syndrome
MONDO_0016161		CN200907					Orphanet_2081		MONDO_0016161	Q04.8	cerebral gigantism-jaw cysts syndrome
MONDO_0017857		CN203872					Orphanet_3176		MONDO_0017857	Q05.9	spina bifida-hypospadias syndrome
MONDO_0016589							Orphanet_247198		MONDO_0016589		progressive cerebello-cerebral atrophy
MONDO_0009063		C1857423			OMIM_219730		Orphanet_443988		MONDO_0009063		ventriculomegaly-cystic kidney disease
MONDO_0018655		CN237713					Orphanet_447893		MONDO_0018655	E75.2	hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome
MONDO_0018763		CN242152					Orphanet_467166		MONDO_0018763		Tubulinopathy-associated dysgyria
MONDO_0008822					OMIM_208085				MONDO_0008822		"arthrogryposis, renal dysfunction, and cholestasis 1"
MONDO_0013255		C3150672			OMIM_613404				MONDO_0013255		"arthrogryposis, renal dysfunction, and cholestasis 2"
MONDO_0023616		CN073087							MONDO_0023616		familial leiomyomatosis
MONDO_0017956		CN204102					Orphanet_324933		MONDO_0017956		mixed autoinflammatory and autoimmune syndrome
MONDO_0015399		CN199497|C4303569					Orphanet_141163		MONDO_0015399	Q38.3	glossopalatine ankylosis
MONDO_0014386		C4014584			OMIM_615888	DOID_0111051	Orphanet_420566		MONDO_0014386	D69.1	platelet-type bleeding disorder 18
MONDO_0013458		C3151209			OMIM_613845		Orphanet_363694		MONDO_0013458	N15.8	hyperuricemia-pulmonary hypertension-renal failure-alkalosis syndrome
MONDO_0000712									MONDO_0000712		FTDALS
MONDO_0017164		CN202586					Orphanet_275944		MONDO_0017164	P55.8	hemolytic disease of the newborn with Kell alloimmunization
MONDO_0017168		CN202592					Orphanet_276148		MONDO_0017168	D11.7|D11.0	benign epithelial tumor of salivary glands
MONDO_0013901		C3553793			OMIM_614822	DOID_0070178			MONDO_0013901		spermatogenic failure 10
MONDO_0017189		C4274082					Orphanet_276608		MONDO_0017189	E16.1	adult-onset non-insulinoma persistent hyperinsulinemic hypoglycemia
MONDO_0017191		CN202631					Orphanet_276624		MONDO_0017191	C74.1|D35.0	sporadic pheochromocytoma
MONDO_0017926		CN204064					Orphanet_324299		MONDO_0017926		multiple paragangliomas associated with polycythemia
MONDO_0017192		CN202632					Orphanet_276627		MONDO_0017192	D44.7|C75.5	sporadic secreting paraganglioma
MONDO_0008571		C3150037			OMIM_188700				MONDO_0008571		"Blount disease, infantile"
MONDO_0009800		C3151572			OMIM_259200				MONDO_0009800		"Blount disease, adolescent"
MONDO_0012217		C1836602			OMIM_609220				MONDO_0012217		Bruck syndrome 2
MONDO_0009806		C1850168			OMIM_259450				MONDO_0009806		Bruck syndrome 1
MONDO_0014080		C3554665			OMIM_615198		Orphanet_500548		MONDO_0014080		osteosclerotic metaphyseal dysplasia
MONDO_0017205							Orphanet_279897		MONDO_0017205		primary oculocerebral lymphoma
MONDO_0001036		C0020641		NCIT_C50593		DOID_10443			MONDO_0001036	H20.05	hypopyon
MONDO_0004774		C0153212				DOID_9384			MONDO_0004774	A54.32	gonococcal iridocyclitis
MONDO_0017217							Orphanet_280068		MONDO_0017217	E83.5	visceral calciphylaxis
MONDO_0017216		C4274083					Orphanet_280065		MONDO_0017216	E83.5	calciphylaxis cutis
MONDO_0012563		C1835819			OMIM_610829	DOID_0110873			MONDO_0012563		holoprosencephaly 9
MONDO_0017233		C4303482|CN202723					Orphanet_280397		MONDO_0017233	A81.8	familial Alzheimer-like prion disease
MONDO_0013822		C3553250			OMIM_614613				MONDO_0013822		acrodysostosis 2 with or without hormone resistance
MONDO_0007044		C3276228		NCIT_C136464	OMIM_101800				MONDO_0007044		acrodysostosis 1 with or without hormone resistance
MONDO_0013401		C3151056			OMIM_613744	DOID_0110803			MONDO_0013401		hereditary spastic paraplegia 51
MONDO_0013552		C3279743			OMIM_614067	DOID_0110804			MONDO_0013552		hereditary spastic paraplegia 52
MONDO_0013551		C3279738			OMIM_614066	DOID_0110799			MONDO_0013551		hereditary spastic paraplegia 47
MONDO_0017258							Orphanet_280921		MONDO_0017258	H44.1	idiopathic panuveitis
MONDO_0016206		CN200962					Orphanet_209956		MONDO_0016206		idiopathic uveal effusion syndrome
MONDO_0017211							Orphanet_279925		MONDO_0017211	H44.1	infectious panuveitis
MONDO_0019437				NCIT_C119024			Orphanet_85438		MONDO_0019437	M08.8	enthesitis-related juvenile idiopathic arthritis
MONDO_0011776				NCIT_C116380	OMIM_607115	DOID_0090029	Orphanet_1451		MONDO_0011776	E85.0	CINCA syndrome
MONDO_0019432							Orphanet_85408		MONDO_0019432	M08.3	rheumatoid factor-negative juvenile idiopathic arthritis
MONDO_0043106									MONDO_0043106		ichthyosis linearis circumflexa
MONDO_0015018		C4310621			OMIM_617320				MONDO_0015018		"ichthyosis, congenital, autosomal recessive 12"
MONDO_0015085		C4511230					Orphanet_100976		MONDO_0015085	Q80.2	bathing suit ichthyosis
MONDO_0033091		CN317536			OMIM_617571	DOID_0080258			MONDO_0033091		"ichthyosis, congenital, autosomal recessive 14"
MONDO_0033092		CN321864			OMIM_617574	DOID_0080257			MONDO_0033092		"ichthyosis, congenital, autosomal recessive 13"
MONDO_0009441		C3536797			OMIM_242300	DOID_0060656			MONDO_0009441	Q80.2	autosomal recessive congenital ichthyosis 1
MONDO_0044742							Orphanet_512103		MONDO_0044742		autosomal recessive epidermolytic ichthyosis
MONDO_0013495					OMIM_613943	DOID_0060717			MONDO_0013495	Q80.2	autosomal recessive congenital ichthyosis 8
MONDO_0044656		C1302848					Orphanet_497737		MONDO_0044656		epidermolytic nevus
MONDO_0011680					OMIM_606545	DOID_0060711			MONDO_0011680	Q80.2	autosomal recessive congenital ichthyosis 3
MONDO_0009439				NCIT_C132827	OMIM_242100	DOID_0060710			MONDO_0009439	Q80.2	autosomal recessive congenital ichthyosis 2
MONDO_0016417							Orphanet_2271		MONDO_0016417	Q87.8	congenital ichthyosis-microcephalus-tetraplegia syndrome
MONDO_0016423		C3266026|CN201378					Orphanet_227990		MONDO_0016423	E31.0	autoimmune polyendocrinopathy type 4
MONDO_0010012				NCIT_C129728	OMIM_269200	DOID_0050168	Orphanet_3143		MONDO_0010012	E31.0	autoimmune polyendocrinopathy type 2
MONDO_0010820		C1868675			OMIM_600116	DOID_0060368			MONDO_0010820		autosomal recessive juvenile Parkinson disease 2
MONDO_0014233		C3809824			OMIM_615530	DOID_0060898			MONDO_0014233		early-onset Parkinson disease 20
MONDO_0014796		C4225186			OMIM_616840	DOID_0060896			MONDO_0014796	G20	autosomal recessive early-onset Parksinson disease 23
MONDO_0018672							Orphanet_449400		MONDO_0018672	I77.6	IgG4-related aortitis
MONDO_0019528							Orphanet_90003		MONDO_0019528	K75.8	IgG4-related hepatopathy
MONDO_0016544							Orphanet_238593		MONDO_0016544	K65.8	IgG4-related mesenteritis
MONDO_0018676							Orphanet_449566		MONDO_0018676	J39.8	eosinophilic angiocentric fibrosis
MONDO_0018674				NCIT_C82887			Orphanet_449432		MONDO_0018674	K11.2	IgG4-related submandibular gland disease
MONDO_0020456							Orphanet_99131		MONDO_0020456	Q24.8	pleuro-pericardial cyst
MONDO_0020455							Orphanet_99130		MONDO_0020455	Q24.8	congenital partial agenesis of pericardium
MONDO_0020454							Orphanet_99129		MONDO_0020454	Q24.8	congenital complete agenesis of pericardium
MONDO_0018083		CN204402					Orphanet_3402		MONDO_0018083	P74.5	transient tyrosinemia of the newborn
MONDO_0019348		C4303790			OMIM_300537		Orphanet_82004		MONDO_0019348	Q79.6	Ehlers-Danlos syndrome with periventricular heterotopia
MONDO_0013588		C3808414			OMIM_614129				MONDO_0013588		Perrault syndrome 3
MONDO_0014126		C3809105			OMIM_615300				MONDO_0014126		Perrault syndrome 4
MONDO_0014504		C4015307			OMIM_616138				MONDO_0014504		Perrault syndrome 5
MONDO_0033047		C4479656			OMIM_617565	DOID_0080256			MONDO_0033047		Perrault syndrome 6
MONDO_0009300					OMIM_233400				MONDO_0009300		Perrault syndrome 1
MONDO_0013972		C3554105			OMIM_614926				MONDO_0013972		Perrault syndrome 2
MONDO_0019326		CN205985					Orphanet_79484		MONDO_0019326	Q85.8	phakomatosis cesiomarmorata
MONDO_0019325		CN205984					Orphanet_79483		MONDO_0019325	Q85.8	phakomatosis cesioflammea
MONDO_0019327		CN205986					Orphanet_79485		MONDO_0019327	Q85.8	phakomatosis spilorosea
MONDO_0009866					OMIM_261680				MONDO_0009866		"phosphoenolpyruvate carboxykinase deficiency, cytosolic"
MONDO_0013683		C3280440			OMIM_614318				MONDO_0013683		VUR5
MONDO_0013682		C3280439			OMIM_614317				MONDO_0013682		VUR4
MONDO_0013684		C3280441			OMIM_614319				MONDO_0013684		VUR6
MONDO_0008653		CN032731			OMIM_193000				MONDO_0008653		VUR1
MONDO_0014161		C3809337			OMIM_615390				MONDO_0014161		VUR7
MONDO_0014422		C4014831			OMIM_615963				MONDO_0014422		vesicoureteral reflux 8
MONDO_0011897					OMIM_607694	DOID_0060794	Orphanet_137639		MONDO_0011897	E75.2|G11.1	leukoencephalopathy-ataxia-hypodontia-hypomyelination syndrome
MONDO_0019177							Orphanet_77295		MONDO_0019177	E75.2	odontoleukodystrophy
MONDO_0044642							Orphanet_495844		MONDO_0044642		c11orf73-related autosomal recessive hypomyelinating leukodystrophy
MONDO_0054785		CN244567			OMIM_617954				MONDO_0054785		multiple mitochondrial dysfunctions syndrome 6
MONDO_0033282		CN388855			OMIM_617613	DOID_0080274			MONDO_0033282		multiple mitochondrial dysfunctions syndrome 5
MONDO_0014923		C4310710			OMIM_617115				MONDO_0014923		peeling skin syndrome 5
MONDO_0022022		C0334106		NCIT_C8374					MONDO_0022022		bowenoid papulosis
MONDO_0020657				NCIT_C27683					MONDO_0020657		human papillomavirus-related squamous cell carcinoma
MONDO_0017344							Orphanet_289651		MONDO_0017344		Epstein-Barr virus-associated carcinoma
MONDO_0017346		C2700007		NCIT_C80281			Orphanet_289661		MONDO_0017346	C83.3	Epstein-Barr virus-positive diffuse large B-cell lymphoma of the elderly
MONDO_0017601							Orphanet_300888		MONDO_0017601	C83.3	diffuse large B-cell lymphoma with chronic inflammation
MONDO_0017348							Orphanet_289682		MONDO_0017348		lymphoepithelial-like carcinoma
MONDO_0017784		CN203734					Orphanet_313920		MONDO_0017784	C16.2|C16.0	Epstein-Barr virus-associated gastric carcinoma
MONDO_0017349		C1302808		NCIT_C50401			Orphanet_289685		MONDO_0017349		myopericytoma
MONDO_0008774					OMIM_204750		Orphanet_79154		MONDO_0008774	E72.3	2-aminoadipic 2-oxoadipic aciduria
MONDO_0014988		C4310650			OMIM_617248	DOID_0070000			MONDO_0014988		"3-methylglutaconic aciduria, type VIII"
MONDO_0011544		C1854336			OMIM_605373				MONDO_0011544		paragangliomas 3
MONDO_0008192					OMIM_168000				MONDO_0008192		paragangliomas 1
MONDO_0003231		C0152998				DOID_4986			MONDO_0003231	A80.4	acute nonparalytic poliomyelitis
MONDO_0000341						DOID_0050515			MONDO_0000341		paralytic poliomyelitis
MONDO_0004513		C1332211		NCIT_C27369		DOID_8251			MONDO_0004513		adult pleomorphic rhabdomyosarcoma
MONDO_0004233		C0279614		NCIT_C7959		DOID_7463			MONDO_0004233		childhood pleomorphic rhabdomyosarcoma
MONDO_0004244		C1335563		NCIT_C27472		DOID_7492			MONDO_0004244		proximal-type epithelioid sarcoma
MONDO_0004521		C0279545		NCIT_C7944		DOID_8282			MONDO_0004521		adult epithelioid sarcoma
MONDO_0004060		C1333306		NCIT_C27473		DOID_6988			MONDO_0004060		peripheral epithelioid sarcoma
MONDO_0004105		C0279989		NCIT_C8095		DOID_7095			MONDO_0004105		childhood epithelioid sarcoma
MONDO_0017996		CN204202			OMIM_615057		Orphanet_329255		MONDO_0017996		blepharophimosis - intellectual disability syndrome due to UBE3B deficiency
MONDO_0017395		C0877391					Orphanet_293812		MONDO_0017395		fixed pigmented erythema
MONDO_0044719				NCIT_C3385			Orphanet_502499		MONDO_0044719		erythema multiforme major
MONDO_0014315					OMIM_615710				MONDO_0014315		Mitchell-Riley syndrome
MONDO_0007152		C1862511			OMIM_107970	DOID_0110070			MONDO_0007152	I42.8|Q24.8	arrhythmogenic right ventricular dysplasia 1
MONDO_0017815		C0151860					Orphanet_314697		MONDO_0017815	G93.0	acquired porencephaly
MONDO_0014481		C4015130			OMIM_616069				MONDO_0014481		"inflammatory skin and bowel disease, neonatal, 2"
MONDO_0013693		C3280501			OMIM_614328				MONDO_0013693		"inflammatory skin and bowel disease, neonatal, 1"
MONDO_0008833		C3715199			OMIM_208540				MONDO_0008833		renal-hepatic-pancreatic dysplasia 1
MONDO_0014174		C3809434			OMIM_615415				MONDO_0014174		renal-hepatic-pancreatic dysplasia 2
MONDO_0017438							Orphanet_294969	HP_0009818	MONDO_0017438	Q72.0	amelia of lower limb
MONDO_0017437							Orphanet_294967	HP_0009812	MONDO_0017437	Q71.0	amelia of upper limb
MONDO_0017442							Orphanet_294977		MONDO_0017442	Q72.1	congenital absence of thigh and lower leg with foot present
MONDO_0017445							Orphanet_294983		MONDO_0017445	Q71.3	acheiria
MONDO_0017446							Orphanet_294986		MONDO_0017446	Q72.3	apodia
MONDO_0017444							Orphanet_294981		MONDO_0017444	Q72.2	congenital absence of both lower leg and foot
MONDO_0017443		C1306663					Orphanet_294979		MONDO_0017443	Q71.2	congenital absence of both forearm and hand
MONDO_0018563							Orphanet_435623		MONDO_0018563	Q72.8	adactyly of foot
MONDO_0017447							Orphanet_294988		MONDO_0017447	Q71.3	congenital absence/hypoplasia of thumb
MONDO_0017449							Orphanet_294992	HP_0001171	MONDO_0017449	Q71.6	split hand
MONDO_0017450		C0432028					Orphanet_294994	HP_0001839	MONDO_0017450	Q72.7	split foot
MONDO_0015516							Orphanet_1570		MONDO_0015516	Q73.8	symbrachydactyly of hands and feet
MONDO_0017451							Orphanet_294996		MONDO_0017451	Q71.8	non-syndromic brachydactyly of fingers
MONDO_0019674		C1868120					Orphanet_93335		MONDO_0019674	Q69.0	postaxial polydactyly type B
MONDO_0017461							Orphanet_295014		MONDO_0017461	Q68.1	familial isolated clinodactyly of fingers
MONDO_0017983							Orphanet_3266		MONDO_0017983	Q74.0	humero-radio-ulnar synostosis
MONDO_0019782		C0431799					Orphanet_94056		MONDO_0019782	Q74.0	humero-ulnar synostosis
MONDO_0017467							Orphanet_295028		MONDO_0017467	Q74.2	tibio-fibular synostosis
MONDO_0018154		C0152441					Orphanet_35688		MONDO_0018154	Q74.0	Madelung deformity
MONDO_0007343					OMIM_119900		Orphanet_217059		MONDO_0007343	Q68.1	isolated congenital digital clubbing
MONDO_0017469		C0265561					Orphanet_295032		MONDO_0017469	Q68.8	congenital elbow dislocation
MONDO_0017468		C0265562					Orphanet_295030		MONDO_0017468	Q68.8	congenital shoulder dislocation
MONDO_0017477							Orphanet_295051		MONDO_0017477	Q74.2	lower limb hypertrophy
MONDO_0017476		C0575518					Orphanet_295049		MONDO_0017476	Q74.0	upper limb hypertrophy
MONDO_0018034		C0432365		NCIT_C99082			Orphanet_3312		MONDO_0018034	Q86.8	thalidomide embryopathy
MONDO_0015232		CN226642					Orphanet_1121		MONDO_0015232	Q73.8	radial deficiency-tibial hypoplasia syndrome
MONDO_0015773		CN200350					Orphanet_1757		MONDO_0015773	Q74.8	fibular dimelia-diplopodia syndrome
MONDO_0017583		CN203387					Orphanet_3004		MONDO_0017583	Q87.2	mirror polydactyly-vertebral segmentation-limbs defects syndrome
MONDO_0018249		CN204822					Orphanet_369979		MONDO_0018249	Q87.2	finger hyperphalangy - toe anomalies - severe pectus excavatum syndrome
MONDO_0014069		C3554611			OMIM_615170		Orphanet_357332		MONDO_0014069	Q87.2	syndactyly-camptodactyly and clinodactyly of fifth fingers-bifid toes syndrome
MONDO_0018819		CN776928					Orphanet_480773		MONDO_0018819		fibular aplasia-tibial campomelia-oligosyndactyly syndrome
MONDO_0019840							Orphanet_956		MONDO_0019840	Q87.8	acropectororenal dysplasia
MONDO_0018122		CN204494					Orphanet_352487		MONDO_0018122	Q87.2	digital anomalies-intellectual disability-short stature syndrome
MONDO_0013311		CN228599					Orphanet_247820		MONDO_0013311	Q82.8	ectodermal dysplasia-syndactyly syndrome
MONDO_0014670		C4225303			OMIM_616503				MONDO_0014670		lethal congenital contracture syndrome 9
MONDO_0014549		C4015686			OMIM_616248				MONDO_0014549		lethal congenital contracture syndrome 6
MONDO_0013965		C3554046			OMIM_614915	DOID_0060654			MONDO_0013965		lethal congenital contracture syndrome 4
MONDO_0014965		C4310670			OMIM_617194				MONDO_0014965		lethal congenital contracture syndrome 11
MONDO_0014870		C4310760			OMIM_617022		Orphanet_464366		MONDO_0014870	Q77.2	NEK9-related lethal skeletal dysplasia
MONDO_0014570		C4225385			OMIM_616287				MONDO_0014570		lethal congenital contracture syndrome 8
MONDO_0014569		C4225386			OMIM_616286				MONDO_0014569		lethal congenital contracture syndrome 7
MONDO_0014149		C3809272			OMIM_615368		Orphanet_363409		MONDO_0014149	G71.2	fetal akinesia-cerebral and retinal hemorrhage syndrome
MONDO_0017479							Orphanet_295055		MONDO_0017479	Q71.0	"amelia of upper limb, bilateral"
MONDO_0017478							Orphanet_295053		MONDO_0017478	Q71.0	"amelia of upper limb, unilateral"
MONDO_0017480							Orphanet_295057		MONDO_0017480	Q72.0	"amelia of lower limb, unilateral"
MONDO_0017481							Orphanet_295059		MONDO_0017481	Q72.0	"amelia of lower limb, bilateral"
MONDO_0017483							Orphanet_295063		MONDO_0017483	Q71.8	"humeral agenesis/hypoplasia, bilateral"
MONDO_0017482							Orphanet_295061		MONDO_0017482	Q71.8	"humeral agenesis/hypoplasia, unilateral"
MONDO_0017495							Orphanet_295087		MONDO_0017495	Q71.13	"congenital absence of upper arm and forearm with hand present, bilateral"
MONDO_0017494							Orphanet_295085		MONDO_0017494	Q71.1	"congenital absence of upper arm and forearm with hand present, unilateral"
MONDO_0017497							Orphanet_295091		MONDO_0017497	Q72.13	"congenital absence of thigh and lower leg with foot present, bilateral"
MONDO_0017496							Orphanet_295089		MONDO_0017496	Q72.1	"congenital absence of thigh and lower leg with foot present, unilateral"
MONDO_0017499							Orphanet_295095		MONDO_0017499	Q71.23	"congenital absence of both forearm and hand, bilateral"
MONDO_0017498							Orphanet_295093		MONDO_0017498	Q71.2	"congenital absence of both forearm and hand, unilateral"
MONDO_0017501							Orphanet_295099		MONDO_0017501	Q72.23	"congenital absence of both lower leg and foot, bilateral"
MONDO_0017500							Orphanet_295097		MONDO_0017500	Q72.2	"congenital absence of both lower leg and foot, unilateral"
MONDO_0017503		C0685394					Orphanet_295103		MONDO_0017503	Q71.3	"acheiria, bilateral"
MONDO_0017502		C0685393					Orphanet_295101		MONDO_0017502	Q71.3	"acheiria, unilateral"
MONDO_0017504							Orphanet_295105		MONDO_0017504	Q72.3	"apodia, unilateral"
MONDO_0017505							Orphanet_295107		MONDO_0017505	Q72.3	"apodia, bilateral"
MONDO_0017507							Orphanet_295112		MONDO_0017507	Q71.3	"congenital absence/hypoplasia of thumb, bilateral"
MONDO_0017506							Orphanet_295110		MONDO_0017506	Q71.3	"congenital absence/hypoplasia of thumb, unilateral"
MONDO_0017508							Orphanet_295114		MONDO_0017508	Q71.3	"congenital absence/hypoplasia of fingers excluding thumb, bilateral"
MONDO_0017512							Orphanet_295122		MONDO_0017512	Q71.6	"split hand, bilateral"
MONDO_0017511							Orphanet_295120		MONDO_0017511	Q71.6	"split hand, unilateral"
MONDO_0017514							Orphanet_295126		MONDO_0017514	Q72.73	"split foot, bilateral"
MONDO_0017513							Orphanet_295124		MONDO_0017513	Q72.7	"split foot, unilateral"
MONDO_0017515							Orphanet_295128		MONDO_0017515	Q71.8	"brachydactyly of fingers, unilateral"
MONDO_0017516							Orphanet_295130		MONDO_0017516	Q71.8	"brachydactyly of fingers, bilateral"
MONDO_0017518							Orphanet_295134		MONDO_0017518	Q72.8	"brachydactyly of toes, bilateral"
MONDO_0017517							Orphanet_295132		MONDO_0017517	Q72.8	"brachydactyly of toes, unilateral"
MONDO_0017522							Orphanet_295142		MONDO_0017522	Q74.8	"hyperphalangy, bilateral"
MONDO_0017521							Orphanet_295140		MONDO_0017521	Q74.8	"hyperphalangy, unilateral"
MONDO_0017536							Orphanet_295173		MONDO_0017536	Q69.0	"central polydactyly of fingers, bilateral"
MONDO_0017535							Orphanet_295171		MONDO_0017535	Q69.0	"central polydactyly of fingers, unilateral"
MONDO_0017537							Orphanet_295175		MONDO_0017537	Q69.2	"Preaxial polydactyly of toes, unilateral"
MONDO_0017538							Orphanet_295177		MONDO_0017538	Q69.2	"Preaxial polydactyly of toes, bilateral"
MONDO_0017539							Orphanet_295179		MONDO_0017539	Q69.2	"postaxial polydactyly of toes, unilateral"
MONDO_0017540							Orphanet_295181		MONDO_0017540	Q69.2	"postaxial polydactyly of toes, bilateral"
MONDO_0017542							Orphanet_295185		MONDO_0017542	Q69.2	"central polydactyly of toes, bilateral"
MONDO_0017541							Orphanet_295183		MONDO_0017541	Q69.2	"central polydactyly of toes, unilateral"
MONDO_0017559							Orphanet_295227		MONDO_0017559	Q68.8	"congenital elbow dislocation, bilateral"
MONDO_0017558							Orphanet_295225		MONDO_0017558	Q68.8	"congenital elbow dislocation, unilateral"
MONDO_0017561							Orphanet_295232		MONDO_0017561	Q68.2	congenital genu flexum
MONDO_0017562							Orphanet_295234		MONDO_0017562	Q74.1	"congenital patella dislocation, unilateral"
MONDO_0017563							Orphanet_295237		MONDO_0017563	Q74.1	"congenital patella dislocation, bilateral"
MONDO_0017564							Orphanet_295239		MONDO_0017564	Q74.0	"macrodactyly of fingers, unilateral"
MONDO_0017565							Orphanet_295241		MONDO_0017565	Q74.0	"macrodactyly of fingers, bilateral"
MONDO_0017567							Orphanet_295245		MONDO_0017567	Q74.2	"macrodactyly of toes, bilateral"
MONDO_0017566							Orphanet_295243		MONDO_0017566	Q74.2	"macrodactyly of toes, unilateral"
MONDO_0015191							Orphanet_104077		MONDO_0015191	K59.8	myopathic intestinal pseudoobstruction
MONDO_0015192		CN197532					Orphanet_104078		MONDO_0015192	K59.8	unclassified intestinal pseudoobstruction
MONDO_0012317		C1864996			OMIM_609629				MONDO_0012317		"visceral neuropathy, familial, autosomal dominant"
MONDO_0009470		C1837819|C1853623			OMIM_243310				MONDO_0009470		Baraitser-Winter syndrome 1
MONDO_0013812		C3281235			OMIM_614583				MONDO_0013812		Baraitser-winter syndrome 2
MONDO_0018665		CN237730					Orphanet_448348		MONDO_0018665	E22.0	X-linked acrogigantism due to a point mutation
MONDO_0003202		C1704778		NCIT_C27392		DOID_4915			MONDO_0003202		pituitary gland basophilic carcinoma
MONDO_0017586		CN203392					Orphanet_300504		MONDO_0017586		onychocytic matricoma
MONDO_0017587		CN203393					Orphanet_300512		MONDO_0017587		onychomatricoma
MONDO_0018180		CN204670					Orphanet_36235		MONDO_0018180	A38	staphylococcal scarlet fever
MONDO_0020545							Orphanet_99919		MONDO_0020545	A48.3	staphylococcal toxic-shock syndrome
MONDO_0018183							Orphanet_36238		MONDO_0018183	J15.2	staphylococcal necrotizing pneumonia
MONDO_0013715		C3280587			OMIM_614373	DOID_0060207			MONDO_0013715		amyotrophic lateral sclerosis type 16
MONDO_0018621							Orphanet_443159		MONDO_0018621	C83.0	lymphoplasmacytic lymphoma without IgM production
MONDO_0018813							Orphanet_480541		MONDO_0018813		high grade B-cell lymphoma with MYC and/ or BCL2 and/or BCL6 rearrangement
MONDO_0019465		C0855139		NCIT_C8863		DOID_0080211	Orphanet_86867		MONDO_0019465	C83.0	nodal marginal zone B-cell lymphoma
MONDO_0017599		C2699508		NCIT_C80309			Orphanet_300869		MONDO_0017599	C83.0	splenic diffuse red pulp small B-cell lymphoma
MONDO_0015553		CN199732					Orphanet_158676		MONDO_0015553	Q81.2	"dystrophic epidermolysis bullosa, nails only"
MONDO_0015552		CN199731|C4518087					Orphanet_158673		MONDO_0015552	Q81.2	acral dystrophic epidermolysis bullosa
MONDO_0019521		C4511056					Orphanet_89841		MONDO_0019521	Q81.2	centripetalis recessive dystrophic epidermolysis bullosa
MONDO_0019985							Orphanet_97368		MONDO_0019985	Q63.8	drug-related renal tubular dysgenesis
MONDO_0019984		CN206914					Orphanet_97367		MONDO_0019984	Q63.8	renal tubular dysgenesis due to twin-twin transfusion
MONDO_0009970					OMIM_267430		Orphanet_97369		MONDO_0009970	Q63.8	renal tubular dysgenesis of genetic origin
MONDO_0016514		C0432313					Orphanet_2325		MONDO_0016514	Q81.0	epidermolysis bullosa simplex with anodontia/hypodontia
MONDO_0019615							Orphanet_91351		MONDO_0019615		pituitary dermoid and epidermoid cysts
MONDO_0011904		C1843140			OMIM_607745				MONDO_0011904		"seizures, benign familial infantile, 3"
MONDO_0014903		C4310728			OMIM_617080				MONDO_0014903		"seizures, benign familial infantile, 5"
MONDO_0016048		CN200728					Orphanet_199326		MONDO_0016048	E83.4	"isolated autosomal dominant hypomagnesemia, Glaudemans type"
MONDO_0013880		C3553625			OMIM_614744				MONDO_0013880		"facial paresis, hereditary congenital, 3"
MONDO_0011407		C1858717			OMIM_604185				MONDO_0011407		"facial paresis, hereditary congenital, 2"
MONDO_0014246		C3809893			OMIM_615551				MONDO_0014246		"episodic pain syndrome, familial, 2"
MONDO_0018548		CN227538					Orphanet_43119		MONDO_0018548		acute poisoning by drugs with membrane-stabilizing effect
MONDO_0018547		CN227537					Orphanet_43117		MONDO_0018547	T43.0	acute tricyclic antidepressant poisoning
MONDO_0017859		CN203894					Orphanet_31824		MONDO_0017859	T50.4	colchicine poisoning
MONDO_0017863		CN203897					Orphanet_31828		MONDO_0017863	T46.0	digitalis poisoning
MONDO_0018741							Orphanet_464458		MONDO_0018741		paracetamol poisoning
MONDO_0018754		CN242145					Orphanet_466670		MONDO_0018754	T65.0	cyanide poisoning
MONDO_0016989		C0016782					Orphanet_263479		MONDO_0016989	H20.8	Fuchs heterochromic iridocyclitis
